Province/State,Country/Region,Lat,Long,Dates,Confirmed Cases,Death Cases,Recovered Cases
,Malaysia,4.210483999999999,101.97576600000001,2020-08-11,9103,125,33989.0
,Maldives,3.2028,73.2207,2020-08-11,5223,20,27306.0
,Mali,17.570692,-3.9961660000000006,2020-08-11,2577,125,545.0
,Malta,35.9375,14.3754,2020-08-11,1141,9,11102.0
,Marshall Islands,7.1315,171.1845,2020-08-11,0,0,8.0
,Mauritania,21.0079,-10.9408,2020-08-11,6598,157,1058.0
,Mauritius,-20.348404000000002,57.552152,2020-08-11,344,10,9126.0
,Mexico,23.6345,-102.5528,2020-08-11,492522,53929,4587.0
,Moldova,47.4116,28.3699,2020-08-11,28223,857,28016.0
,Monaco,43.7333,7.4167,2020-08-11,138,4,4184.0
,Mongolia,46.8625,103.8467,2020-08-11,293,0,28874.0
,Montenegro,42.708678000000006,19.37439,2020-08-11,3748,71,875.0
,Morocco,31.7917,-7.0926,2020-08-11,35195,533,814.0
,Mozambique,-18.665695,35.529562,2020-08-11,2481,17,89.0
,Namibia,-22.9576,18.4904,2020-08-11,3229,19,245781.0
,Nepal,28.1667,84.25,2020-08-11,23948,83,35907.0
Aruba,Netherlands,12.5211,-69.9683,2020-08-11,717,3,110.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-08-11,13,0,2994.0
Curacao,Netherlands,12.1696,-68.99,2020-08-11,32,1,33.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-08-11,205,17,1082.0
,Netherlands,52.1326,5.2913,2020-08-11,59424,6141,452.0
,New Zealand,-40.9006,174.886,2020-08-11,1570,22,216.0
,Nicaragua,12.865416,-85.207229,2020-08-11,4115,128,13239.0
,Niger,17.607789,8.081666,2020-08-11,1158,69,634.0
,Nigeria,9.082,8.6753,2020-08-11,47290,956,21406.0
,North Macedonia,41.6086,21.7453,2020-08-11,12083,529,32842.0
,Norway,60.472,8.4689,2020-08-11,9751,256,227.0
,Oman,21.512583,55.923255000000005,2020-08-11,82050,533,45589.0
,Pakistan,30.3753,69.3451,2020-08-11,285191,6112,175567.0
,Panama,8.538,-80.7821,2020-08-11,76464,1680,126.0
,Papua New Guinea,-6.314993,143.95555,2020-08-11,214,3,68577.0
,Paraguay,-23.4425,-58.4438,2020-08-11,7519,86,18204.0
,Peru,-9.19,-75.0152,2020-08-11,489680,21501,44.0
,Philippines,12.879721,121.77401699999999,2020-08-11,139538,2312,1705.0
,Poland,51.9194,19.1451,2020-08-11,52961,1821,112.0
,Portugal,39.3999,-8.2245,2020-08-11,52945,1761,43887.0
,Qatar,25.3548,51.1839,2020-08-11,113646,188,11329.0
,Romania,45.9432,24.9668,2020-08-11,63762,2764,136.0
,Russia,61.52401,105.31875600000001,2020-08-11,895691,15103,2913966.0
,Rwanda,-1.9403,29.8739,2020-08-11,2171,7,139.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-08-11,17,0,10282.0
,Saint Lucia,13.9094,-60.9789,2020-08-11,25,0,1034.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-08-11,57,0,338.0
,San Marino,43.9424,12.4578,2020-08-11,699,42,336.0
,Sao Tome and Principe,0.1864,6.6131,2020-08-11,881,15,2538.0
,Saudi Arabia,23.885942,45.079162,2020-08-11,291468,3233,263.0
,Senegal,14.4974,-14.4524,2020-08-11,11380,238,16540.0
,Serbia,44.0165,21.0059,2020-08-11,28497,652,112621.0
,Seychelles,-4.6796,55.492,2020-08-11,127,0,1755.0
,Sierra Leone,8.460555000000001,-11.779889,2020-08-11,1932,69,869.0
,Singapore,1.2833,103.8333,2020-08-11,55353,27,369730.0
,Slovakia,48.669,19.699,2020-08-11,2615,31,985.0
,Slovenia,46.1512,14.9955,2020-08-11,2272,129,924.0
,Solomon Islands,-9.6457,160.1562,2020-08-11,0,0,577.0
,Somalia,5.152149,46.199616,2020-08-11,3227,93,365.0
,South Africa,-30.5595,22.9375,2020-08-11,566109,10751,167.0
,South Sudan,6.877000000000001,31.307,2020-08-11,2472,47,1701.0
,Spain,40.463667,-3.7492199999999998,2020-08-11,326612,28581,253.0
,Sri Lanka,7.873054,80.77179699999999,2020-08-11,2880,11,145.0
,Sudan,12.8628,30.2176,2020-08-11,12033,786,165.0
,Suriname,3.9193,-56.0278,2020-08-11,2559,39,343.0
,Sweden,60.128161,18.643501,2020-08-11,80045,5798,934.0
,Switzerland,46.8182,8.2275,2020-08-11,36895,1990,1254.0
,Syria,34.802075,38.996815000000005,2020-08-11,1327,53,3974.0
,Taiwan*,23.7,121.0,2020-08-11,480,7,63626.0
,Tajikistan,38.861,71.2761,2020-08-11,7871,63,1015.0
,Tanzania,-6.369028,34.888822,2020-08-11,509,21,257.0
,Thailand,15.870032,100.992541,2020-08-11,3351,58,656.0
,Timor-Leste,-8.874217,125.727539,2020-08-11,25,0,931.0
,Togo,8.6195,0.8248,2020-08-11,1070,26,155.0
,Trinidad and Tobago,10.6918,-61.2225,2020-08-11,300,8,248.0
,Tunisia,33.886917,9.537499,2020-08-11,1738,52,46.0
,Turkey,38.9637,35.2433,2020-08-11,243180,5873,75.0
,US,40.0,-100.0,2020-08-11,5138159,164519,18.0
,Uganda,1.373333,32.290275,2020-08-11,1313,9,343.0
,Ukraine,48.3794,31.1656,2020-08-11,85023,1979,797.0
,United Arab Emirates,23.424076,53.847818000000004,2020-08-11,62966,358,796.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-08-11,3,0,201.0
Bermuda,United Kingdom,32.3078,-64.7505,2020-08-11,159,9,611.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-08-11,9,1,203.0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-08-11,203,1,1.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-08-11,599,47,701.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-08-11,13,0,189.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-08-11,202,0,1268.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-08-11,336,24,359792.0
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-08-11,13,1,396.0
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,2020-08-11,216,2,1625.0
,United Kingdom,55.3781,-3.4360000000000004,2020-08-11,312789,41309,8920.0
,Uruguay,-32.5228,-55.7658,2020-08-11,1385,37,10372.0
,Uzbekistan,41.377491,64.585262,2020-08-11,31747,204,15106.0
,Venezuela,6.4238,-66.5897,2020-08-11,27938,238,5678.0
,Vietnam,14.058323999999999,108.277199,2020-08-11,866,16,3006.0
,West Bank and Gaza,31.9522,35.2332,2020-08-11,14875,104,878.0
,Western Sahara,24.2155,-12.8858,2020-08-11,10,1,16087.0
,Yemen,15.552726999999999,48.516388,2020-08-11,1831,523,300.0
,Zambia,-13.133897,27.849332,2020-08-11,8275,241,14.0
,Zimbabwe,-19.015438,29.154857,2020-08-11,4818,104,13944.0
,Afghanistan,33.93911,67.709953,2020-08-12,37345,1354,651.0
,Albania,41.1533,20.1683,2020-08-12,6817,208,5233.0
,Algeria,28.0339,1.6596,2020-08-12,36699,1333,18.0
,Andorra,42.5063,1.5218,2020-08-12,977,53,59949.0
,Angola,-11.2027,17.8739,2020-08-12,1762,80,87889.0
,Antigua and Barbuda,17.0608,-61.7964,2020-08-12,92,3,65118.0
,Argentina,-38.4161,-63.6167,2020-08-12,268574,5213,12021.0
,Armenia,40.0691,45.0382,2020-08-12,40794,806,3795.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-08-12,113,3,274.0
New South Wales,Australia,-33.8688,151.2093,2020-08-12,3927,51,2024.0
Northern Territory,Australia,-12.4634,130.8456,2020-08-12,33,0,2762.0
Queensland,Australia,-27.4698,153.0251,2020-08-12,1089,6,14480.0
South Australia,Australia,-34.9285,138.6007,2020-08-12,459,4,23.0
Tasmania,Australia,-42.8821,147.3272,2020-08-12,230,13,7100.0
Victoria,Australia,-37.8136,144.9631,2020-08-12,15863,275,8307.0
Western Australia,Australia,-31.9505,115.8605,2020-08-12,644,9,68.0
,Austria,47.5162,14.5501,2020-08-12,22439,724,289.0
,Azerbaijan,40.1431,47.5769,2020-08-12,33824,497,98.0
,Bahamas,25.025885,-78.035889,2020-08-12,1036,15,2964.0
,Bahrain,26.0275,50.55,2020-08-12,45264,166,22.0
,Bangladesh,23.685,90.3563,2020-08-12,266498,3513,692.0
,Barbados,13.1939,-59.5432,2020-08-12,144,7,9.0
,Belarus,53.7098,27.9534,2020-08-12,69102,595,1.0
,Belgium,50.8333,4.469936,2020-08-12,75647,9900,52.0
,Belize,17.1899,-88.4976,2020-08-12,210,2,72600.0
,Benin,9.3077,2.3158,2020-08-12,2014,38,6734.0
,Bhutan,27.5142,90.4336,2020-08-12,113,0,455.0
,Bolivia,-16.2902,-63.5887,2020-08-12,95071,3827,1132.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-08-12,14961,453,207606.0
,Botswana,-22.3285,24.6849,2020-08-12,1066,2,41408.0
,Brazil,-14.235,-51.9253,2020-08-12,3164785,104201,1347.0
,Brunei,4.5353,114.7277,2020-08-12,142,3,24.0
,Bulgaria,42.7339,25.4858,2020-08-12,13893,482,56277.0
,Burkina Faso,12.2383,-1.5616,2020-08-12,1213,54,7648.0
,Burma,21.9162,95.956,2020-08-12,361,6,1015.0
,Burundi,-3.3731,29.9189,2020-08-12,409,1,433.0
,Cabo Verde,16.5388,-23.0418,2020-08-12,3000,33,5447.0
,Cambodia,11.55,104.9167,2020-08-12,272,0,12.0
,Cameroon,3.8480000000000003,11.5021,2020-08-12,18263,401,8449.0
Alberta,Canada,53.9333,-116.5765,2020-08-12,11893,217,3692.0
British Columbia,Canada,53.7267,-127.6476,2020-08-12,4111,195,1936.0
Diamond Princess,Canada,0.0,0.0,2020-08-12,0,1,2280566.0
Grand Princess,Canada,0.0,0.0,2020-08-12,13,0,105198.0
Manitoba,Canada,53.7609,-98.8139,2020-08-12,578,8,307702.0
New Brunswick,Canada,46.5653,-66.4619,2020-08-12,178,2,143393.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-08-12,268,3,23364.0
Northwest Territories,Canada,64.8255,-124.8457,2020-08-12,5,0,78651.0
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-08-12,1071,64,205203.0
Ontario,Canada,51.2538,-85.3232,2020-08-12,42233,2833,788.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-08-12,41,0,47418.0
Quebec,Canada,52.9399,-73.5491,2020-08-12,60813,5709,1268.0
Saskatchewan,Canada,52.9399,-106.4509,2020-08-12,1484,20,91089.0
Yukon,Canada,64.2823,-135.0,2020-08-12,15,0,18453.0
,Central African Republic,6.6111,20.9394,2020-08-12,4652,61,14200.0
,Chad,15.4542,18.7322,2020-08-12,949,76,8346.0
,Chile,-35.6751,-71.543,2020-08-12,378168,10205,71770.0
Anhui,China,31.8257,117.2264,2020-08-12,991,6,36056.0
Beijing,China,40.1824,116.4142,2020-08-12,935,9,20.0
Chongqing,China,30.0572,107.874,2020-08-12,583,6,1093.0
Fujian,China,26.0789,117.9874,2020-08-12,368,1,3346.0
Gansu,China,35.7518,104.2861,2020-08-12,169,2,472.0
Guangdong,China,23.3417,113.4244,2020-08-12,1707,8,816.0
Guangxi,China,23.8298,108.7881,2020-08-12,255,2,1085.0
Guizhou,China,26.8154,106.8748,2020-08-12,147,2,88.0
Hainan,China,19.1959,109.7453,2020-08-12,171,6,1766.0
Hebei,China,39.549,116.1306,2020-08-12,351,6,6969.0
Heilongjiang,China,47.861999999999995,127.7615,2020-08-12,948,13,0.0
Henan,China,37.8957,114.9042,2020-08-12,1276,22,13332.0
Hong Kong,China,22.3,114.2,2020-08-12,4243,63,2998.0
Hubei,China,30.9756,112.2707,2020-08-12,68139,4512,8949.0
Hunan,China,27.6104,111.7088,2020-08-12,1019,4,4113.0
Inner Mongolia,China,44.0935,113.9448,2020-08-12,259,1,2010.0
Jiangsu,China,32.9711,119.455,2020-08-12,659,0,901.0
Jiangxi,China,27.614,115.7221,2020-08-12,932,1,0.0
Jilin,China,43.6661,126.1923,2020-08-12,157,2,6203.0
Liaoning,China,41.2956,122.6085,2020-08-12,261,2,334.0
Macau,China,22.1667,113.55,2020-08-12,46,0,453104.0
Ningxia,China,37.2692,106.1655,2020-08-12,75,0,22683.0
Qinghai,China,35.7452,95.9956,2020-08-12,18,0,116.0
Shaanxi,China,35.1917,108.8701,2020-08-12,341,3,288.0
Shandong,China,36.3427,118.1498,2020-08-12,821,7,3333.0
Shanghai,China,31.201999999999998,121.4491,2020-08-12,800,7,35040.0
Shanxi,China,37.5777,112.2922,2020-08-12,201,0,1474.0
Sichuan,China,30.6171,102.7103,2020-08-12,618,3,2460.0
Tianjin,China,39.3054,117.323,2020-08-12,205,3,18350.0
Tibet,China,31.6927,88.0924,2020-08-12,1,0,446.0
Xinjiang,China,41.1129,85.2401,2020-08-12,883,3,7.0
Yunnan,China,24.974,101.48700000000001,2020-08-12,191,2,33.0
Zhejiang,China,29.1832,120.0934,2020-08-12,1275,1,147.0
,Colombia,4.5709,-74.2973,2020-08-12,422519,13837,0.0
,Comoros,-11.6455,43.3333,2020-08-12,399,7,1538.0
,Congo (Brazzaville),-0.228,15.8277,2020-08-12,3745,60,2913.0
,Congo (Kinshasa),-4.0383,21.7587,2020-08-12,9538,225,1083.0
,Costa Rica,9.7489,-83.7534,2020-08-12,25057,263,38767.0
,Cote d'Ivoire,7.54,-5.5471,2020-08-12,16847,105,10052.0
,Croatia,45.1,15.2,2020-08-12,5870,160,9150.0
,Cuba,21.521757,-77.78116700000001,2020-08-12,3128,88,78386.0
,Cyprus,35.1264,33.4299,2020-08-12,1291,20,275317.0
,Czechia,49.8175,15.472999999999999,2020-08-12,19075,391,60528.0
Faroe Islands,Denmark,61.8926,-6.9118,2020-08-12,339,0,198.0
Greenland,Denmark,71.7069,-42.6043,2020-08-12,14,0,7197.0
,Denmark,56.2639,9.5018,2020-08-12,15070,621,380730.0
,Diamond Princess,0.0,0.0,2020-08-12,712,13,114921.0
,Djibouti,11.8251,42.5903,2020-08-12,5358,59,41661.0
,Dominica,15.415,-61.371,2020-08-12,18,0,40652.0
,Dominican Republic,18.7357,-70.1627,2020-08-12,82224,1371,113531.0
,Ecuador,-1.8312,-78.1834,2020-08-12,97110,5984,35079.0
,Egypt,26.820553000000004,30.802497999999996,2020-08-12,95963,5085,765754.0
,El Salvador,13.7942,-88.8965,2020-08-12,21644,577,1754.0
,Equatorial Guinea,1.6508,10.2679,2020-08-12,4821,83,17.0
,Eritrea,15.1794,39.7823,2020-08-12,285,0,25.0
,Estonia,58.5953,25.0136,2020-08-12,2174,63,56.0
,Eswatini,-26.5225,31.4659,2020-08-12,3525,63,657.0
,Ethiopia,9.145,40.4897,2020-08-12,25118,463,831.0
,Fiji,-17.7134,178.065,2020-08-12,27,1,278441.0
,Finland,61.92411,25.748151,2020-08-12,7642,333,8165.0
French Guiana,France,3.9339,-53.1258,2020-08-12,8423,50,0.0
French Polynesia,France,-17.6797,149.4068,2020-08-12,139,0,126.0
Guadeloupe,France,16.265,-61.551,2020-08-12,367,14,1545.0
Martinique,France,14.6415,-61.0242,2020-08-12,336,16,53920.0
Mayotte,France,-12.8275,45.166244,2020-08-12,3091,39,2147.0
New Caledonia,France,-20.904304999999997,165.618042,2020-08-12,23,0,2079.0
Reunion,France,-21.1151,55.5364,2020-08-12,734,5,0.0
Saint Barthelemy,France,17.9,-62.8333,2020-08-12,13,0,2396.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-08-12,4,0,504127.0
St Martin,France,18.0708,-63.0501,2020-08-12,84,4,1290.0
,France,46.2276,2.2137,2020-08-12,230874,30247,150376.0
,Gabon,-0.8037,11.6094,2020-08-12,8077,51,2798.0
,Gambia,13.4432,-15.3101,2020-08-12,1477,33,6492.0
,Georgia,42.3154,43.3569,2020-08-12,1278,17,2559.0
,Germany,51.165690999999995,10.451526,2020-08-12,220859,9213,0.0
,Ghana,7.9465,-1.0232,2020-08-12,41572,223,34100.0
,Greece,39.0742,21.8243,2020-08-12,6177,216,490.0
,Grenada,12.1165,-61.678999999999995,2020-08-12,24,0,457.0
,Guatemala,15.7835,-90.2308,2020-08-12,59089,2267,7072.0
,Guinea,9.9456,-9.6966,2020-08-12,8116,50,183.0
,Guinea-Bissau,11.8037,-15.1804,2020-08-12,2088,29,3220.0
,Guyana,4.860416000000001,-58.93018000000001,2020-08-12,623,22,25.0
,Haiti,18.9712,-72.2852,2020-08-12,7743,187,903.0
,Holy See,41.9029,12.4534,2020-08-12,12,0,165.0
,Honduras,15.2,-86.2419,2020-08-12,48657,1533,1434.0
,Hungary,47.1625,19.5033,2020-08-12,4768,605,236370.0
,Iceland,64.9631,-19.0208,2020-08-12,1972,10,1985484.0
,India,20.593684,78.96288,2020-08-12,2396637,47033,1199.0
,Indonesia,-0.7893,113.9213,2020-08-12,130718,5903,53458.0
,Iran,32.427908,53.68804599999999,2020-08-12,333699,18988,58408.0
,Iraq,33.223191,43.679291,2020-08-12,160436,5588,3.0
,Ireland,53.1424,-7.6921,2020-08-12,26838,1774,149.0
,Israel,31.046051000000002,34.851612,2020-08-12,88151,639,8.0
,Italy,41.87194,12.56738,2020-08-12,251713,35225,202.0
,Jamaica,18.1096,-77.2975,2020-08-12,1065,14,545.0
,Japan,36.204824,138.252924,2020-08-12,51288,1066,13.0
,Jordan,31.24,36.51,2020-08-12,1303,11,201.0
,Kazakhstan,48.0196,66.9237,2020-08-12,101372,1269,312.0
,Kenya,-0.0236,37.9062,2020-08-12,28104,456,12.0
,"Korea, South",35.907757000000004,127.766922,2020-08-12,14770,305,102.0
,Kosovo,42.602636,20.902977,2020-08-12,10795,365,0.0
,Kuwait,29.311659999999996,47.481766,2020-08-12,73785,489,1264.0
,Kyrgyzstan,41.20438,74.766098,2020-08-12,40759,1484,34576.0
,Laos,19.856270000000002,102.495496,2020-08-12,20,0,28453.0
,Latvia,56.8796,24.6032,2020-08-12,1303,32,563.0
,Lebanon,33.8547,35.8623,2020-08-12,7413,89,11103.0
,Lesotho,-29.61,28.2336,2020-08-12,798,24,8.0
,Liberia,6.4280550000000005,-9.429499,2020-08-12,1252,82,1066.0
,Libya,26.3351,17.228331,2020-08-12,6611,132,9942.0
,Liechtenstein,47.14,9.55,2020-08-12,90,1,4629.0
,Lithuania,55.1694,23.8813,2020-08-12,2309,81,28180.0
,Luxembourg,49.8153,6.1296,2020-08-12,7300,122,4332.0
,MS Zaandam,0.0,0.0,2020-08-12,9,2,29142.0
,Madagascar,-18.766947000000002,46.869107,2020-08-12,13397,156,875.0
,Malawi,-13.2543,34.3015,2020-08-12,4752,152,818.0
,Malaysia,4.210483999999999,101.97576600000001,2020-08-12,9114,125,89.0
,Maldives,3.2028,73.2207,2020-08-12,5366,21,251400.0
,Mali,17.570692,-3.9961660000000006,2020-08-12,2582,125,35991.0
,Malta,35.9375,14.3754,2020-08-12,1190,9,110.0
,Marshall Islands,7.1315,171.1845,2020-08-12,0,0,2994.0
,Mauritania,21.0079,-10.9408,2020-08-12,6622,157,33.0
,Mauritius,-20.348404000000002,57.552152,2020-08-12,344,10,1082.0
,Mexico,23.6345,-102.5528,2020-08-12,498380,54666,456.0
,Moldova,47.4116,28.3699,2020-08-12,28697,863,216.0
,Monaco,43.7333,7.4167,2020-08-12,141,4,13708.0
,Mongolia,46.8625,103.8467,2020-08-12,297,0,634.0
,Montenegro,42.708678000000006,19.37439,2020-08-12,3813,73,21558.0
,Morocco,31.7917,-7.0926,2020-08-12,36694,556,32993.0
,Mozambique,-18.665695,35.529562,2020-08-12,2559,19,634.0
,Namibia,-22.9576,18.4904,2020-08-12,3406,22,45981.0
,Nepal,28.1667,84.25,2020-08-12,24432,91,179091.0
Aruba,Netherlands,12.5211,-69.9683,2020-08-12,798,3,132.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-08-12,13,0,68839.0
Curacao,Netherlands,12.1696,-68.99,2020-08-12,32,1,18225.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-08-12,248,17,44.0
,Netherlands,52.1326,5.2913,2020-08-12,60627,6161,1705.0
,New Zealand,-40.9006,174.886,2020-08-12,1589,22,112.0
,Nicaragua,12.865416,-85.207229,2020-08-12,4115,128,45396.0
,Niger,17.607789,8.081666,2020-08-12,1161,69,11329.0
,Nigeria,9.082,8.6753,2020-08-12,47743,956,136.0
,North Macedonia,41.6086,21.7453,2020-08-12,12217,530,2947784.0
,Norway,60.472,8.4689,2020-08-12,9783,256,139.0
,Oman,21.512583,55.923255000000005,2020-08-12,82299,539,10338.0
,Pakistan,30.3753,69.3451,2020-08-12,285921,6129,1043.0
,Panama,8.538,-80.7821,2020-08-12,77377,1703,341.0
,Papua New Guinea,-6.314993,143.95555,2020-08-12,287,3,336.0
,Paraguay,-23.4425,-58.4438,2020-08-12,8018,93,2540.0
,Peru,-9.19,-75.0152,2020-08-12,489680,21501,263.0
,Philippines,12.879721,121.77401699999999,2020-08-12,143749,2404,16540.0
,Poland,51.9194,19.1451,2020-08-12,53676,1830,112836.0
,Portugal,39.3999,-8.2245,2020-08-12,53223,1764,1755.0
,Qatar,25.3548,51.1839,2020-08-12,113938,190,870.0
,Romania,45.9432,24.9668,2020-08-12,65177,2807,371179.0
,Russia,61.52401,105.31875600000001,2020-08-12,900745,15231,985.0
,Rwanda,-1.9403,29.8739,2020-08-12,2189,8,924.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-08-12,17,0,577.0
,Saint Lucia,13.9094,-60.9789,2020-08-12,25,0,365.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-08-12,57,0,167.0
,San Marino,43.9424,12.4578,2020-08-12,699,42,1701.0
,Sao Tome and Principe,0.1864,6.6131,2020-08-12,882,15,253.0
,Saudi Arabia,23.885942,45.079162,2020-08-12,293037,3269,145.0
,Senegal,14.4974,-14.4524,2020-08-12,11587,242,165.0
,Serbia,44.0165,21.0059,2020-08-12,28751,658,343.0
,Seychelles,-4.6796,55.492,2020-08-12,127,0,934.0
,Sierra Leone,8.460555000000001,-11.779889,2020-08-12,1937,69,1254.0
,Singapore,1.2833,103.8333,2020-08-12,55395,27,4018.0
,Slovakia,48.669,19.699,2020-08-12,2690,31,63626.0
,Slovenia,46.1512,14.9955,2020-08-12,2303,129,1015.0
,Solomon Islands,-9.6457,160.1562,2020-08-12,0,0,257.0
,Somalia,5.152149,46.199616,2020-08-12,3227,93,656.0
,South Africa,-30.5595,22.9375,2020-08-12,568919,11010,931.0
,South Sudan,6.877000000000001,31.307,2020-08-12,2477,47,155.0
,Spain,40.463667,-3.7492199999999998,2020-08-12,329784,28579,250.0
,Sri Lanka,7.873054,80.77179699999999,2020-08-12,2881,11,46.0
,Sudan,12.8628,30.2176,2020-08-12,12033,786,75.0
,Suriname,3.9193,-56.0278,2020-08-12,2653,39,18.0
,Sweden,60.128161,18.643501,2020-08-12,80489,5803,345.0
,Switzerland,46.8182,8.2275,2020-08-12,37169,1991,798.0
,Syria,34.802075,38.996815000000005,2020-08-12,1327,53,796.0
,Taiwan*,23.7,121.0,2020-08-12,481,7,201.0
,Tajikistan,38.861,71.2761,2020-08-12,7912,63,611.0
,Tanzania,-6.369028,34.888822,2020-08-12,509,21,203.0
,Thailand,15.870032,100.992541,2020-08-12,3356,58,1.0
,Timor-Leste,-8.874217,125.727539,2020-08-12,25,0,716.0
,Togo,8.6195,0.8248,2020-08-12,1092,26,189.0
,Trinidad and Tobago,10.6918,-61.2225,2020-08-12,326,8,1268.0
,Tunisia,33.886917,9.537499,2020-08-12,1780,52,374024.0
,Turkey,38.9637,35.2433,2020-08-12,244392,5891,396.0
,US,40.0,-100.0,2020-08-12,5195170,166022,1625.0
,Uganda,1.373333,32.290275,2020-08-12,1332,9,8934.0
,Ukraine,48.3794,31.1656,2020-08-12,86504,1999,10518.0
,United Arab Emirates,23.424076,53.847818000000004,2020-08-12,63212,358,15301.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-08-12,3,0,5801.0
Bermuda,United Kingdom,32.3078,-64.7505,2020-08-12,159,9,3044.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-08-12,9,1,878.0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-08-12,203,1,16125.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-08-12,603,47,300.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-08-12,13,0,14.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-08-12,203,0,14180.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-08-12,336,24,651.0
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-08-12,13,1,5254.0
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,2020-08-12,241,2,18.0
,United Kingdom,55.3781,-3.4360000000000004,2020-08-12,313798,41329,60670.0
,Uruguay,-32.5228,-55.7658,2020-08-12,1393,37,94816.0
,Uzbekistan,41.377491,64.585262,2020-08-12,32654,211,65927.0
,Venezuela,6.4238,-66.5897,2020-08-12,29088,247,12246.0
,Vietnam,14.058323999999999,108.277199,2020-08-12,883,18,3795.0
,West Bank and Gaza,31.9522,35.2332,2020-08-12,15184,105,274.0
,Western Sahara,24.2155,-12.8858,2020-08-12,10,1,2024.0
,Yemen,15.552726999999999,48.516388,2020-08-12,1841,528,2898.0
,Zambia,-13.133897,27.849332,2020-08-12,8501,246,14995.0
,Zimbabwe,-19.015438,29.154857,2020-08-12,4893,122,23.0
,Afghanistan,33.93911,67.709953,2020-08-13,37424,1363,7100.0
,Albania,41.1533,20.1683,2020-08-13,6971,213,8307.0
,Algeria,28.0339,1.6596,2020-08-13,37187,1341,68.0
,Andorra,42.5063,1.5218,2020-08-13,981,53,289.0
,Angola,-11.2027,17.8739,2020-08-13,1815,80,98.0
,Antigua and Barbuda,17.0608,-61.7964,2020-08-13,92,3,2964.0
,Argentina,-38.4161,-63.6167,2020-08-13,276072,5362,22.0
,Armenia,40.0691,45.0382,2020-08-13,41023,809,692.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-08-13,113,3,9.0
New South Wales,Australia,-33.8688,151.2093,2020-08-13,3936,51,1.0
Northern Territory,Australia,-12.4634,130.8456,2020-08-13,33,0,52.0
Queensland,Australia,-27.4698,153.0251,2020-08-13,1091,6,72623.0
South Australia,Australia,-34.9285,138.6007,2020-08-13,460,4,6734.0
Tasmania,Australia,-42.8821,147.3272,2020-08-13,230,13,490.0
Victoria,Australia,-37.8136,144.9631,2020-08-13,16234,289,1132.0
Western Australia,Australia,-31.9505,115.8605,2020-08-13,645,9,207985.0
,Austria,47.5162,14.5501,2020-08-13,22594,725,41532.0
,Azerbaijan,40.1431,47.5769,2020-08-13,33915,500,1347.0
,Bahamas,25.025885,-78.035889,2020-08-13,1089,15,24.0
,Bahrain,26.0275,50.55,2020-08-13,45726,167,56778.0
,Bangladesh,23.685,90.3563,2020-08-13,269115,3557,7708.0
,Barbados,13.1939,-59.5432,2020-08-13,144,7,1015.0
,Belarus,53.7098,27.9534,2020-08-13,69203,599,490.0
,Belgium,50.8333,4.469936,2020-08-13,76191,9916,5624.0
,Belize,17.1899,-88.4976,2020-08-13,296,2,12.0
,Benin,9.3077,2.3158,2020-08-13,2014,38,8532.0
,Bhutan,27.5142,90.4336,2020-08-13,128,0,3695.0
,Bolivia,-16.2902,-63.5887,2020-08-13,96459,3884,1939.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-08-13,15184,458,2338035.0
,Botswana,-22.3285,24.6849,2020-08-13,1214,3,107500.0
,Brazil,-14.235,-51.9253,2020-08-13,3224876,105463,309464.0
